Region,Year,Crop,Area_Harvested (ha),Yield_per_ha (tons),Total_Production (tons),Avg_Rainfall_mm,Avg_Temperature_C,Soil_pH,Fertilizer_Used_kg,Pest_Incidents
West,2020,Corn,775.44,2.28,1768,278.7,17.1,6.74,98.2,8
North,2023,Wheat,101.12,3.13,316.51,294,33.1,7.24,64.1,9
North,2023,Corn,789.05,5.45,4300.32,227.4,26.7,5.57,146.9,11
West,2020,Barley,765.82,3.87,2963.72,307.5,27.2,5.55,192,3
West,2023,Wheat,108.76,5.83,634.07,324,32.9,7.48,126.2,17
East,2020,Soybean,432.64,1.52,657.61,334.9,33.2,6.85,118.7,10
South,2023,Wheat,646.07,3.3,2132.03,250.7,31.6,5.78,179.6,15
West,2020,Wheat,507.48,3.1,1573.19,337.5,30.5,6.11,113.7,17
North,2021,Soybean,800.19,4,3200.76,107.6,32.5,7.47,152.1,6
East,2023,Barley,482.91,5.06,2443.52,304.1,32.5,5.95,108.3,19
West,2021,Rice,238.48,5.21,1242.48,170.7,22.4,7.01,106.6,3
North,2023,Rice,978.77,4.35,4257.65,181.2,34.5,5.98,78.2,1
North,2023,Soybean,317.84,4.21,1338.11,127.4,29.2,6.3,63.3,8
South,2022,Barley,745.92,5.75,4289.04,157.7,22.4,7.26,182.8,11
East,2020,Corn,228.84,2.92,668.21,397.6,23.8,5.56,77.2,18
East,2021,Soybean,396.11,5.16,2043.93,224.6,28.7,6.11,59.3,8
South,2021,Rice,497.82,5.61,2792.77,378.3,22.2,6.47,137.3,9
South,2021,Barley,273.01,3.46,944.61,148.9,31.5,6.75,131.9,8
East,2020,Wheat,504.96,4.65,2348.06,161.2,18,5.56,135.2,4
East,2022,Barley,241.45,2.89,697.79,267.3,33.2,6.32,120.2,0
West,2021,Barley,603.11,1.79,1079.57,204.9,21,6.19,71.3,15
West,2020,Rice,697.34,3.93,2740.55,293.2,18.1,5.55,53.1,8
South,2023,Rice,156.19,1.98,309.26,226.6,32.2,6.21,57,4
West,2021,Corn,884.02,3.29,2908.43,343.5,19.8,7.36,191.5,3
North,2021,Corn,266.63,5.36,1429.14,229.5,31.9,6.05,129.8,4
West,2022,Soybean,302.83,1.43,433.05,271.7,20.9,6.67,110,3
West,2021,Wheat,695.21,1.15,799.49,196.3,33.7,6.1,111.6,13
North,2021,Corn,521.88,4.03,2103.18,311.2,19.4,5.71,147.8,7
South,2023,Rice,549.46,2.66,1461.56,296.4,16.4,6.08,106.5,12
North,2020,Barley,215.34,3.09,665.4,219.1,33.7,6.44,169.5,10
West,2020,Soybean,825.16,3.03,2500.23,182.8,18.3,6.09,89,13
South,2022,Corn,655.35,1.43,937.15,284.2,33.9,6.75,105.1,9
West,2023,Barley,221.84,1.02,226.28,382.9,31.5,7.4,190.2,6
North,2020,Barley,436.6,5.49,2396.93,139.8,16.6,5.64,89,18
North,2023,Corn,829.37,2.09,1733.38,339.7,23.9,6.93,149.2,16
West,2020,Wheat,611.52,3.13,1914.06,262.9,16.5,5.5,104.7,3
East,2023,Wheat,197.78,5.86,1158.99,257.7,21.6,5.5,120.7,19
East,2022,Soybean,435.5,5.13,2234.11,388.5,22,5.77,56.8,13
North,2021,Wheat,318.42,1.54,490.37,281.8,27,6.46,75.1,11
North,2022,Soybean,565.72,3.54,2002.65,349.2,34.5,5.6,65.3,10
East,2020,Rice,859.03,4.65,3994.49,254.3,18.4,6.94,176.7,0
East,2022,Corn,492.64,4.49,2211.95,175,21.6,5.56,194.3,8
West,2021,Barley,490.01,4.8,2352.05,308.3,26.7,6.49,60.2,0
West,2022,Soybean,914.82,3.29,3009.76,377,18.4,6.85,61.5,9
East,2020,Wheat,618.57,1.88,1162.91,352.4,29.2,5.98,132.8,10
West,2020,Soybean,609.57,3.32,2023.77,159.5,23.1,6.66,125.6,4
West,2022,Soybean,335.72,4.24,1423.45,195.1,34,6.02,147.6,8
South,2021,Wheat,646.95,4.04,2613.68,255.1,27.6,5.93,160.5,2
West,2022,Wheat,618.32,1.35,834.73,271.5,22.3,7.14,169.6,1
North,2021,Corn,457.17,1.32,603.46,158.1,29.4,6.17,72.4,17
West,2023,Barley,991.63,5.83,5781.2,169,31.8,7.13,55.7,13
West,2021,Corn,893.7,1.76,1572.91,327.6,31,5.93,183.4,4
East,2023,Corn,774.63,2.47,1913.34,319.1,20.3,6.21,120.4,13
North,2022,Wheat,583.61,4.84,2824.67,351.8,23.3,5.71,195.7,4
West,2021,Wheat,515.85,3.05,1573.34,379.9,24,6.49,129.9,1
West,2023,Barley,266.41,1.91,508.84,192.5,22.8,6.26,126.5,6
South,2023,Soybean,375.16,3.34,1253.03,357.9,21.2,5.51,143.4,17
West,2023,Corn,796.56,3.84,3058.79,299.8,30.1,6.43,75.5,15
West,2020,Barley,508.37,3.26,1657.29,387.3,15.2,5.65,88.1,4
South,2022,Corn,894.04,5.59,4997.68,181.6,20.9,7.17,185.9,19
East,2023,Soybean,233.12,2.42,564.15,180.9,17.8,6.49,81.8,11
West,2021,Corn,557.51,4.31,2402.87,311.3,17.6,6.88,84.9,12
South,2023,Rice,682.27,1.56,1064.34,378.5,20.5,7.14,126.5,7
North,2020,Barley,565.16,2.96,1672.87,347.4,30.2,5.6,146.2,13
East,2022,Wheat,900.3,4.7,4231.41,318.1,34.4,6.17,50.1,4
North,2020,Corn,990.61,2.12,2100.09,216.2,25.3,5.55,118.5,3
North,2020,Barley,204.25,3.95,806.79,315.3,21.8,5.6,109.9,8
South,2020,Barley,216.96,1.77,384.02,340.3,31.6,5.58,179.8,14
West,2021,Corn,217.29,1.51,328.11,326,16.3,6.46,176,13
South,2022,Wheat,713.06,3.62,2581.28,303,16.9,6.4,185.9,4
South,2022,Wheat,435.41,4.38,1907.1,114.1,21.9,5.62,176.3,14
South,2021,Corn,759.98,1.57,1193.17,297.9,24,6.02,168,3
South,2022,Barley,464.92,5.59,2598.9,243.5,31,5.99,178.9,17
East,2020,Wheat,664.85,2.13,1416.13,388.5,33.5,6.09,76.2,4
West,2022,Corn,792.87,1.6,1268.59,282.2,25.6,6.78,101.1,16
North,2021,Corn,593.39,2.01,1192.71,282.5,24.9,6.89,152.5,13
North,2020,Corn,585.55,1.85,1083.27,398.2,19.3,6.18,188.5,16
West,2021,Barley,179.41,1.45,260.14,128.1,24,7.08,150,18
North,2023,Wheat,469.7,4.99,2343.8,182.9,33.5,6.34,81.2,12
West,2020,Barley,591.2,3.48,2057.38,296.8,22.9,6.54,191.7,12
North,2020,Rice,515.78,2.94,1516.39,194.6,19.2,5.79,164.1,12
South,2022,Wheat,910.7,5.75,5236.53,203.8,21.7,5.97,157.5,1
North,2020,Barley,915.88,2.86,2619.42,367.8,25.3,6.96,164.4,14
West,2021,Wheat,839.73,1.83,1536.71,273.8,27,7.45,148.9,0
West,2022,Rice,437.77,2.37,1037.51,130.9,23.6,6.91,53.3,14
West,2023,Soybean,745.57,2.19,1632.8,193.3,30.2,5.61,88,15
West,2021,Corn,455.76,3.49,1590.6,122.8,26.7,5.79,193.5,10
West,2023,Barley,309.33,2.46,760.95,266.8,28.3,6.39,93.3,2
East,2023,Rice,408.61,3.58,1462.82,152,32.3,6.97,165.7,19
East,2023,Rice,163.87,4.35,712.83,357.1,32.3,5.83,113.7,13
North,2020,Wheat,398.6,4.89,1949.15,273.2,19.1,7,186.1,4
West,2021,Wheat,514.67,4.55,2341.75,117.8,27.5,6.61,133.7,16
North,2021,Corn,959.93,2.03,1948.66,190.3,29.3,7.05,144.8,1
West,2020,Wheat,382.07,1.58,603.67,284.9,17.9,6.62,85.9,6
West,2022,Barley,912.21,3.71,3384.3,200.6,31.9,6.71,58.6,9
East,2023,Barley,305.97,1.99,608.88,254,18.6,6,163.5,9
East,2021,Barley,271.87,1.42,386.06,372.8,31,6.94,60.1,19
South,2020,Soybean,567.1,3.64,2064.24,205,18.2,7.19,158.3,7
East,2023,Barley,705.26,2.63,1854.83,200.8,29.8,7.24,133.3,0
South,2022,Wheat,139.9,4.78,668.72,345.9,18,5.56,173,15
South,2022,Wheat,298.96,2.57,768.33,195.6,22.6,6.75,80.9,8
South,2023,Barley,510.12,5.89,3004.61,123.4,17.9,7.48,131.2,15
South,2022,Rice,397.9,4.79,1905.94,154.3,20.4,6.67,142.1,19
South,2021,Rice,741.36,1.29,956.35,384.6,34.7,5.84,61.1,14
North,2021,Rice,560.04,3.54,1982.54,380,17.2,7.26,160.8,8
East,2021,Corn,244.32,3.81,930.86,167.4,23.1,6.03,108.4,11
South,2022,Soybean,905.02,4.48,4054.49,266.1,28.5,5.59,69.3,1
West,2021,Barley,363.62,3.49,1269.03,141.2,16.9,6.36,108.1,9
East,2020,Corn,758.02,3.42,2592.43,302.4,17.2,5.7,64.7,15
East,2021,Rice,801.92,2.84,2277.45,155.6,17.9,5.73,183.2,4
South,2021,Barley,966.84,2.36,2281.74,114.9,27.9,6.43,118.5,12
North,2022,Corn,548.66,5.73,3143.82,347.5,33.2,6.73,70.7,6
South,2021,Wheat,654.25,2.59,1694.51,197.6,31.5,7.31,87.8,8
North,2023,Rice,401.39,1.32,529.83,132.6,34.7,6.91,158.7,16
West,2020,Corn,710.36,1.84,1307.06,350.2,26.6,7.19,167.9,16
East,2022,Wheat,517.05,5.29,2735.19,328.7,34.2,6.32,56.2,16
West,2020,Rice,493.89,3.93,1940.99,305.1,21.1,6.14,59,4
North,2023,Soybean,869.92,4.89,4253.91,373.4,23.4,6.69,187.6,5
North,2022,Rice,145.15,5.04,731.56,246.8,22.9,6.89,99.6,5
West,2022,Soybean,893.77,5.12,4576.1,138.4,15.9,6.64,79,8
North,2021,Soybean,866.86,3.75,3250.72,118.4,31.6,6.03,68.5,9
West,2020,Soybean,555.73,1.89,1050.33,195.5,15.5,6.24,121.4,16
East,2023,Barley,541.18,1.74,941.65,126,29.6,6.4,165.7,2
West,2023,Barley,425.63,3.87,1647.19,260.7,23.1,5.53,128.2,19
East,2022,Soybean,994.76,2.83,2815.17,104.3,15.1,7.26,53.1,8
West,2021,Wheat,200.05,3.79,758.19,233.1,20.8,6.52,122.6,0
North,2022,Soybean,631.19,3.49,2202.85,153.5,21.9,7,96.7,18
West,2022,Corn,713.51,4.01,2861.18,210.5,34.3,5.84,152.4,13
North,2022,Soybean,940.9,1.16,1091.44,302.5,28.2,6.61,128.5,7
West,2022,Barley,802.18,1.16,930.53,205.3,25.9,7.35,194.8,17
West,2023,Barley,679.46,4.61,3132.31,202.4,17.5,5.93,139.7,5
South,2023,Corn,205.13,1.97,404.11,397.2,22.8,6.19,144.9,1
North,2022,Corn,436.36,4.26,1858.89,315.6,15.7,6.28,128,6
South,2022,Rice,224.96,3.73,839.1,254.2,30.2,6.27,96.7,5
North,2021,Wheat,893.09,5.91,5278.16,273.8,18.3,6.7,144.6,10
South,2022,Wheat,774.66,5.18,4012.74,286.1,26.9,6.29,99.9,9
East,2023,Wheat,781.78,3.07,2400.06,107.4,29,6.85,157.6,10
West,2020,Barley,687.03,4.08,2803.08,124.1,22.3,6.47,85.5,7
North,2023,Wheat,556.34,1.59,884.58,294.8,27.7,5.82,105.1,12
North,2021,Rice,234.97,2.93,688.46,209.3,30.3,7.4,137.5,5
West,2023,Rice,396.73,4.67,1852.73,116.6,18.7,5.98,144.3,9
North,2020,Wheat,223.22,4.11,917.43,189.3,27,6.62,150.3,17
North,2022,Corn,752.42,3.42,2573.28,139.1,29.7,5.62,155,14
South,2020,Rice,244.21,1.88,459.11,374.9,22.1,7.34,97.7,4
North,2022,Corn,731.9,5.02,3674.14,160.9,18.2,7.36,183.9,10
East,2022,Barley,723.03,2.37,1713.58,143.1,20.7,6.23,54.5,3
East,2023,Rice,513.37,5.1,2618.19,287.9,33.7,5.74,78.3,12
West,2023,Corn,221.71,4.06,900.14,256.6,22.1,7.04,60.5,14
North,2023,Wheat,383.32,2.86,1096.3,272.8,17.2,6.02,150.7,1
West,2021,Barley,388.08,1.2,465.7,230.8,16.7,6.9,91,6
East,2023,Soybean,730.35,2.16,1577.56,240.2,18.6,7.33,79.9,5
North,2021,Soybean,202.37,5.45,1102.92,333.6,17.6,6.68,122.1,18
North,2023,Wheat,846.16,5.09,4306.95,166,24.9,7.22,142.9,14
West,2022,Barley,784.91,3.87,3037.6,219,22,5.95,142.9,13
East,2021,Barley,267.68,3.33,891.37,387.3,31.8,7.32,133.6,15
North,2020,Barley,747.25,4.24,3168.34,157,32.6,5.95,198.8,19
West,2021,Barley,701.66,3.33,2336.53,188.1,24.5,5.95,179,9
East,2021,Soybean,773.31,4.22,3263.37,157.5,32.8,7.26,85.8,5
West,2020,Corn,270.04,2.54,685.9,106.1,24,6.61,163.8,14
South,2021,Barley,241.83,5.19,1255.1,180.9,27.8,7.1,135.4,3
North,2022,Corn,312.84,4.51,1410.91,113.9,18.3,7.1,60.6,1
South,2023,Barley,429.28,2.65,1137.59,146.4,16.1,6.79,57.4,18
East,2020,Rice,814.3,5.15,4193.65,208.8,18.2,5.88,169.9,6
South,2023,Rice,764.13,3.44,2628.61,106.2,20,6.88,131.7,10
South,2022,Rice,932.91,1.87,1744.54,325.9,30,5.63,135.7,14
East,2020,Barley,152.77,1.39,212.35,338.7,18.5,5.9,100.4,15
West,2023,Corn,110.4,4.5,496.8,223.4,17.6,6.79,189.6,4
South,2023,Soybean,729.22,5.33,3886.74,395.4,33.6,7.32,157,8
West,2022,Wheat,351.36,5.04,1770.85,303.7,28.8,7.04,189.2,0
South,2023,Soybean,400.67,4.28,1714.87,323.1,24.5,6.16,64.9,12
West,2022,Barley,592.12,1.71,1012.53,157.7,16.9,7.15,137.6,2
East,2021,Rice,192.17,1.47,282.49,351.2,32,7.43,145.6,4
South,2022,Rice,678.42,2.73,1852.09,383.5,17.2,6.16,68.9,13
East,2021,Corn,392.63,5.27,2069.16,170.9,27.2,5.87,101.9,4
South,2020,Barley,669.44,5.81,3889.45,305.9,28.4,5.9,82.2,19
East,2023,Soybean,850.61,2.21,1879.85,324.1,23,6.3,197.7,13
East,2022,Barley,254,4.81,1221.74,191.6,33.2,5.6,131.5,0
South,2022,Barley,937.79,3.87,3629.25,242.5,16,6.48,97.3,10
South,2023,Rice,577.62,1.16,670.04,129.3,31.4,6.96,149.7,4
South,2023,Soybean,930.63,3.71,3452.64,151.9,26.1,6.56,148.9,2
North,2020,Wheat,286.96,5.03,1443.41,118.5,27.2,7.44,102.1,9
West,2020,Rice,644.11,2.38,1532.98,268,34.7,6.42,199.1,8
North,2022,Soybean,463.5,5.49,2544.62,287.6,26.7,5.53,171.3,14
North,2020,Corn,796.8,2.18,1737.02,374.8,30.9,6.44,110,5
East,2021,Rice,645.32,1.38,890.54,262.7,18.1,7.36,149,5
South,2020,Corn,545.06,1.8,981.11,178.2,31.2,5.69,156.6,7
West,2020,Rice,921.69,5.19,4783.57,117.8,30.2,5.95,76.1,1
East,2022,Barley,439.41,3.09,1357.78,365.5,34.4,6.93,181.7,3
North,2021,Soybean,297.98,4.98,1483.94,243.7,33.7,6.09,173.9,1
South,2020,Corn,647.29,3.66,2369.08,321.2,19.3,7.03,163.4,8
East,2021,Rice,661.63,3.4,2249.54,104.4,24.3,6.34,83.4,4
South,2021,Corn,495.19,5.03,2490.81,246.4,33.2,7.09,70.4,18
East,2021,Rice,537.95,3.12,1678.4,197.7,27.8,6.6,77.1,18
South,2023,Rice,963.6,5.01,4827.64,109.1,24.3,5.66,64,8
North,2023,Wheat,759.42,1.5,1139.13,332.7,17.2,6.27,191,4
West,2023,Wheat,199.54,4.18,834.08,253.9,22,6.17,177.7,15
North,2023,Wheat,290.92,4.51,1312.05,200,28.3,7.12,63.6,6
West,2022,Corn,978.02,5.5,5379.11,341.7,30.5,6.75,151.7,1
South,2020,Barley,753.82,2.12,1598.1,234.1,23.9,7.05,86.8,13
East,2023,Rice,923.54,4.02,3712.63,101,16.1,6.24,52.6,0
North,2022,Soybean,373.48,3.17,1183.93,383.3,27.7,6.88,93.9,7
West,2020,Wheat,767.68,2.91,2233.95,176.7,33.4,5.63,116,16
North,2023,Corn,742.6,1.53,1136.18,349.2,24.9,5.57,53,18
West,2020,Corn,365.22,1.67,609.92,344.9,33.6,6.07,98.6,5
North,2023,Corn,595.73,5.18,3085.88,148.7,22.1,7.05,155.1,13
West,2022,Soybean,664.67,4.75,3157.18,242.2,32.7,6.57,84.3,7
West,2021,Soybean,533.02,2.91,1551.09,112.1,30.7,6.32,122.7,10
South,2021,Wheat,844.46,5.14,4340.52,206.4,34.2,7.29,183.1,13
West,2020,Soybean,849.58,1.4,1189.41,319.3,30.8,6.49,54.3,9
South,2022,Wheat,865.54,4.12,3566.02,171.1,21.4,6.73,167.8,16
West,2021,Soybean,823.08,5.34,4395.25,135.1,33,7.47,107.6,11
East,2023,Soybean,539.28,5.19,2798.86,252.1,28.4,6.54,131.2,3
East,2021,Soybean,443.29,2.86,1267.81,261.1,18.2,7.07,84.6,18
East,2020,Wheat,848.24,4.73,4012.18,302.7,15.9,6.33,136.8,16
West,2020,Rice,541.18,3.14,1699.31,327.7,22.3,5.57,159.6,4
South,2022,Wheat,321.73,5.2,1673,308.7,30.7,7.17,80.2,13
South,2020,Rice,556.61,3.65,2031.63,353.6,27.4,7.39,101.5,6
West,2021,Corn,227.66,4.82,1097.32,166.9,25.5,6.37,135.1,2
East,2021,Corn,722.47,1.39,1004.23,270.9,15.1,6.51,112.5,4
East,2021,Wheat,402.33,3.95,1589.2,208,23.7,6.35,94,4
South,2021,Rice,334.59,3.75,1254.71,388.6,18.2,7.49,117.8,7
East,2022,Rice,960.86,4.05,3891.48,232.1,24.1,7.31,93.6,2
North,2023,Rice,799.19,4.48,3580.37,387.9,34.8,5.58,95.3,0
South,2023,Corn,808.36,5.59,4518.73,330.7,32.6,7.06,141.6,1
East,2022,Wheat,661.35,4.93,3260.46,315.5,21.2,6.7,121.6,6
South,2020,Barley,855.26,2.1,1796.05,247.5,26.9,5.55,151.6,14
North,2023,Rice,783.25,5.13,4018.07,233,25,6.39,175.6,13
South,2020,Rice,638.9,1.61,1028.63,258,17.6,5.8,191.4,12
South,2023,Barley,965.01,4.11,3966.19,188.1,34.8,7.25,72.7,11
South,2020,Wheat,272.44,5.41,1473.9,371.4,23.5,5.53,143.9,17
South,2022,Rice,949.04,1.51,1433.05,338.3,25.1,7.25,137.4,1
North,2021,Wheat,461.29,5.25,2421.77,340.4,28,7.38,180,6
West,2020,Rice,575.56,4.99,2872.04,229.9,18.8,5.65,184.4,9
South,2021,Soybean,210.47,3.52,740.85,121.3,19.4,6.94,164.1,19
South,2020,Rice,586.1,2.54,1488.69,304.9,18.9,6.6,139.3,9
East,2020,Soybean,650.09,3.03,1969.77,212.3,22.7,7.41,79.9,5
South,2020,Wheat,997.93,5.84,5827.91,361.1,19,7.1,91.5,3
East,2020,Rice,977.67,2.01,1965.12,334.1,33.5,6.89,140.4,7
West,2020,Corn,969.76,3.9,3782.06,143.6,29.3,7.35,70.9,12
North,2021,Corn,413.55,1.42,587.24,280.5,33,5.82,77.6,4
North,2020,Barley,992.14,2.09,2073.57,307.7,32,6.25,186.7,7
West,2021,Corn,509.93,4.82,2457.86,270.4,29.1,7.19,193.4,7
North,2022,Soybean,866.65,2.51,2175.29,254.2,19.9,5.7,50.8,8
West,2023,Corn,294.69,5.93,1747.51,168.4,27.3,7.37,179.4,13
West,2020,Corn,555.25,3.5,1943.38,170.8,18.7,6.99,190.7,10
West,2023,Corn,969.41,3.58,3470.49,330.4,17.6,6.38,128.9,9
North,2021,Rice,952.33,1.18,1123.75,105.6,27.7,6.18,117.3,6
East,2022,Barley,715.36,5.78,4134.78,333.7,27.5,5.8,187.8,12
West,2022,Wheat,818.03,1.87,1529.72,258,18.1,5.69,51.1,8
South,2022,Barley,258.78,3.69,954.9,380.9,22,6.35,176.1,7
North,2023,Soybean,749.49,2.98,2233.48,399.2,16.3,7.19,94.5,16
West,2021,Rice,656.25,3.08,2021.25,299,29.3,6.56,146.2,13
West,2020,Rice,182.4,4.22,769.73,223.7,34.7,6.4,98.5,17
South,2020,Corn,201.84,4.31,869.93,242.5,29.8,6.14,128.4,8
East,2021,Corn,197.6,1.77,349.75,161.3,31.9,5.81,171.2,14
East,2023,Soybean,751.92,3.5,2631.72,129.8,24.5,7.48,77.2,15
East,2020,Rice,227.54,4.95,1126.32,273.6,16.9,5.55,149.6,19
West,2021,Wheat,520.96,3.22,1677.49,341.6,29.5,6.12,184.8,8
West,2020,Barley,421.28,1.83,770.94,178.5,20.1,7.04,185.2,9
West,2022,Rice,595.45,2.57,1530.31,225.9,22.8,6.54,184.1,13
North,2020,Wheat,735.83,2.06,1515.81,266.4,29.1,6.13,127.8,11
South,2023,Wheat,716.25,1.63,1167.49,372.4,33.1,7.49,165.2,7
West,2021,Barley,563.97,2.89,1629.87,141.6,24.7,6.74,117,16
South,2023,Wheat,517.9,3.7,1916.23,171.1,34.2,6.09,119,16
South,2021,Soybean,458.03,1.36,622.92,375.6,25.4,7.2,92.6,18
East,2022,Wheat,875.72,4.02,3520.39,111.9,17.5,5.8,92.8,17
North,2021,Soybean,397.77,5.97,2374.69,296.8,25.4,6.43,55.7,12
West,2020,Wheat,333.43,5.82,1940.56,291.9,32.2,7.18,129.7,16
East,2020,Corn,768.98,5.15,3960.25,215,25.8,7.47,96.3,3
East,2022,Wheat,423.79,2.33,987.43,240.4,30,6.27,78.2,17
West,2021,Soybean,862.3,1.11,957.15,356.5,26,5.78,68.3,9
South,2022,Wheat,395.1,5.17,2042.67,149.5,25.9,6.63,102,9
East,2020,Wheat,731.75,1.28,936.64,169.5,20.7,7.39,184.9,4
South,2023,Wheat,140.6,2.03,285.42,253.7,19,6.83,127.5,0
North,2022,Soybean,447.01,3.72,1662.88,222.9,20.6,6.7,133.5,13
South,2023,Wheat,408.91,1.89,772.84,272.3,23.8,6.12,58.1,9
North,2023,Barley,835.01,5.17,4317,376.3,31.2,6.71,128,4
South,2021,Barley,970.35,4.89,4745.01,375.1,31.6,7.27,150.1,8
East,2022,Soybean,514.79,4.78,2460.7,169,18.3,6.25,72.6,16
East,2023,Corn,842.35,5.08,4279.14,190.6,26.1,5.98,197.5,18
North,2023,Barley,729.73,2.1,1532.43,148.6,23.3,6.46,187.3,4
West,2021,Rice,970.65,4.64,4503.82,378.3,26.4,6.25,199,0
North,2021,Barley,830,2.78,2307.4,219.4,28,6.44,104,6
North,2020,Rice,169.73,4.33,734.93,234.9,20.6,5.69,173.3,0
South,2023,Soybean,741.95,1.61,1194.54,340.8,33.4,6.17,99.3,9
South,2020,Corn,581.95,4.53,2636.23,253.9,33.7,7.15,162.4,2
North,2023,Rice,114.79,5.86,672.67,135.9,17.1,6.3,192.2,16
East,2020,Rice,326.18,1.22,397.94,231.4,29.1,7.44,73.3,9
South,2021,Barley,929.58,1.47,1366.48,289.2,15.7,6.92,71,8
West,2022,Rice,933.46,1.62,1512.21,315.8,15.9,6.23,65.7,8
South,2021,Soybean,818.97,3.15,2579.76,293.6,34.2,6,169.8,10
South,2020,Soybean,983.6,2.45,2409.82,135.8,28.9,6.87,150,12
West,2020,Soybean,825.89,5.03,4154.23,191.3,21.5,6.1,128.3,8
North,2022,Barley,109.18,3.37,367.94,320.1,28.4,7.35,166.1,11
West,2023,Corn,359.05,3.42,1227.95,364.1,31.9,5.73,177.5,6
North,2020,Barley,127.56,4.59,585.5,114.2,32.4,5.56,192.4,2
North,2020,Soybean,184.7,2.81,519.01,112.7,15.4,5.94,80.2,11
North,2020,Barley,296.96,2.77,822.58,293,31.4,6.71,116.3,12
West,2022,Soybean,553.2,4.78,2644.3,264.4,32.1,7.17,188.5,9
North,2021,Wheat,862.78,4.9,4227.62,146.6,26.9,5.84,119.2,5
East,2020,Wheat,875.77,1.07,937.07,264.5,24.6,6.67,123.1,19
West,2022,Rice,654.58,1.72,1125.88,392.3,17.2,5.79,191.4,4
East,2020,Corn,935.36,2.07,1936.2,289.3,19.8,6.63,160.2,12
North,2023,Wheat,550.06,2.76,1518.17,234.7,24.8,5.54,132.8,19
South,2022,Soybean,900.13,2.46,2214.32,348.3,32.3,6.62,103.6,19
North,2020,Barley,508.66,4.34,2207.58,163.8,31.1,6.54,187.3,8
East,2022,Barley,349.5,5.14,1796.43,224.3,24.9,5.59,51.3,8
East,2020,Rice,924.77,1.96,1812.55,258.3,30.7,6.88,98.2,6
West,2021,Barley,449.14,3.81,1711.22,251.4,30.3,6.64,191.9,6
South,2020,Wheat,553.06,2.84,1570.69,376.3,26.6,6.75,124.7,0
West,2022,Barley,395.97,3.53,1397.77,187.8,19.4,6.56,143.6,17
East,2023,Wheat,696.55,4.1,2855.85,117,22,6.94,129.9,11
North,2023,Wheat,995.53,5.47,5445.55,374.9,18.3,6.55,109.6,13
South,2023,Corn,122.96,1.96,241,165.1,15.1,7.34,149.8,14
North,2020,Rice,909.86,1.44,1310.2,213.7,16.6,7.39,165,2
North,2021,Soybean,103.53,4.14,428.61,259.3,30.2,6.95,104.7,2
South,2020,Wheat,427.81,2.97,1270.6,392.8,15.7,7.32,138.6,18
West,2023,Rice,251.75,1.81,455.67,260.6,23,7.35,62.4,8
North,2022,Soybean,781.61,1.59,1242.76,234.3,34.7,6.02,132.1,17
East,2023,Barley,145.55,3.79,551.63,275.1,30.9,7.49,162.2,0
North,2022,Rice,598.14,2.5,1495.35,391.2,30,6.03,137.8,16
South,2021,Rice,365.43,5.99,2188.93,345.4,20.5,5.54,181.8,11
South,2022,Rice,220.3,3.03,667.51,150.7,27.8,7.42,92.9,17
South,2020,Barley,794.64,2.06,1636.96,341,25,5.95,123.8,1
West,2020,Barley,295.68,4.14,1224.12,352.3,27.5,6.67,63.1,6
North,2020,Rice,301.31,2.22,668.91,307.2,23.7,7.44,155,3
West,2022,Corn,347.57,3.47,1206.07,297.2,25.6,5.6,116.4,3
West,2020,Wheat,628.09,3.41,2141.79,232.3,34.8,6.04,129.6,10
South,2020,Barley,693.7,3.27,2268.4,292.5,21.6,6.72,69.3,3
South,2020,Corn,115.84,4.98,576.88,321.3,19.3,7.03,199.6,14
West,2021,Barley,317.68,2.08,660.77,136.8,24,7.11,165.8,1
North,2022,Rice,487.87,5.52,2693.04,177.2,25.5,7.27,110.1,1
East,2022,Corn,398.78,4.96,1977.95,158.2,16.7,5.84,135.5,8
West,2023,Soybean,895.75,2.67,2391.65,352.4,31.1,6.24,142.8,12
North,2022,Wheat,808.94,1.9,1536.99,304,23.4,6.93,194.1,14
South,2021,Wheat,663.3,2.4,1591.92,235.2,23.3,6.93,165.3,18
South,2022,Barley,404.24,2.66,1075.28,347.8,28.2,6.12,102.5,6
North,2021,Wheat,730.61,3.78,2761.71,315,30.5,6.11,196.7,16
East,2021,Soybean,859.27,1.23,1056.9,374.1,34.7,6.14,95.3,15
South,2022,Corn,635.35,5.57,3538.9,123,18.5,7.28,136.5,3
South,2023,Corn,806.02,1.49,1200.97,252.7,21.9,7.32,155.1,3
South,2020,Rice,774.19,2.4,1858.06,312,18.4,5.53,90.7,7
North,2020,Corn,614.56,1.55,952.57,162.2,32.6,6.15,193.5,19
West,2022,Barley,380.96,2.28,868.59,198.1,26,6.28,82.4,10
South,2022,Soybean,771.2,5.19,4002.53,225.7,32,7.46,116.3,8
West,2021,Rice,286.12,4.08,1167.37,338.3,34.7,7.39,77,13
East,2022,Barley,801.54,2.14,1715.3,248.1,26,6.76,181.2,9
South,2021,Barley,824.09,5.36,4417.12,247.9,17.4,5.59,83.2,15
South,2023,Barley,839.93,5,4199.65,229.3,22.2,5.88,55.2,13
East,2022,Wheat,525.62,4.77,2507.21,168.6,15.7,6.37,55.8,19
South,2020,Barley,273.23,5.24,1431.73,376.9,32,7.42,112.1,9
West,2020,Wheat,189.75,4.1,777.97,195.3,15.4,5.69,128.4,18
